뉴스 식별자,일자,언론사,기고자,제목,통합 분류1,통합 분류2,통합 분류3,사건/사고 분류1,사건/사고 분류2,사건/사고 분류3,인물,위치,기관,키워드,특성추출(가중치순 상위 50개),본문,URL,분석제외 여부
08100201.20210520074109001,20210520,MBC,신재웅,"때리고, 벌 주고 구립 어린이집서 아동학대",사회>사건_사고, 사회>미디어, 사회>교육_시험,범죄>범죄일반>폭행, 사회>사회문제>학대,,,서울,"어린이집,서울 서부경찰서,서울,은평구,서울경찰청,MBC","어린이집,구립,아동학대,앵커,서울,국공립,어린이집,교사,아이들,학대,신고,접수,경찰,수사,결과,CCTV,확인,상습적,폭행,아이,어린이집,원장,담당교사,경찰,신고,신재웅,리포트,7월,개원,서울,은평구,구립,어린이집,17일,5시,어린이집,4살,아이,교사,아이들,학대,신고,접수,교사,아이,부모,지난주,어린이집,CCTV,확인,원장,교사,신고,경찰,즉시,어린이집,CCTV,확보,아동학대,조사,관계자,서울,서부,경찰서,부모,CCTV,부모들,아기,학대,부모들,CCTV,교사,교사,아이들,상습적,음식,학대,모습,A씨,아이들,뒷덜미,아이,아이,아이,소변,기저귀,아동,교실,아이,교사,학대,사실,방조,어린이집,원장,학대,행위,그동안,입장,논란,어린이집,학대,행위,지목,4살,담임교사,권고사직,처리,경찰,CCTV,토대,정확,사실관계,확인,전담수사팀,서울경찰청,아동,학대,범죄,전담,수사,사건,방침,MBC,24시간,제보,전화,카카오톡,mbc,제보","mbc,어린이집,서울,cctv,4살,서울경찰청,담임교사,부모들,카카오톡,신재웅,아동학대,아이들,그동안,전담수사팀,사실관계,관계자,권고사직,경찰서,은평구,국공립,담당교사,a씨,뒷덜미,학대,아이","◀ 앵커 ▶

서울의 한 국공립 어린이집에서 교사가 아이들을 학대했다는 신고가 접수돼 경찰이 수사를 벌이고 있습니다.

CCTV 확인 결과, 상습적인 폭행은 물론, 아이가 토할 때까지 밥을 먹이기도 했습니다.

어린이집 원장은 담당교사를 직접 경찰에 신고했습니다.

신재웅 기자입니다.

◀ 리포트 ▶

지난해 7월 새로 개원한 서울 은평구의 한 구립 어..",https://imnews.imbc.com/replay/2021/nwtoday/article/6184400_34943.html,
01500051.20210617200749001,20210617,경남신문,김성호,아동학대 거제 어린이집 보육교사 2명 징역형,사회>사건_사고, 사회>교육_시험, 사회>여성,사회>사회문제>학대,,,"A,윤준석","거제시,창원지법,통영지원,거제",아동학대,"아동학대,어린이집,보육,교사,징역형,징역,2년,선고,법정구속,18명,원생,학대,2명,어린이집,보육,교사,1심,실형,선고,법정,구속,판사,창원지법,통영지원,형사,단독,윤준석,아동,학대,범죄,처벌,혐의,특례법,위반,기소,A씨,어린이집,보육,교사,징역,B씨,징역,선고,법정구속,판사,A씨,아동,학대,치료,프로그램,시간,이수,아동,B씨,40시간,아동,학대,치료,프로그램,시간,성폭력,치료,프로그램,시간,아동,장애인,기관,취업,제한,명령,판사,피해,아동,18명,50회,학대,실형,판시,A씨,B씨,거제시,어린이집,보육,교사,사이,18명,원생,상대,얼굴,원생,아동학대,혐의,재판,결과,CCTV,확인,단독,아이,엉덩이,행위,고함,행위,아이,지시,행위,과자,행위,바지,엉덩이,행위,피해,원생,CCTV,확인,18명","어린이집,아동학대,윤준석,징역형,2명,이수,통영지원,특례법,cctv,a씨,창원지법,b씨,장애인,판시,법정구속,성폭력,1심,거제시","2~3살 원생 18명을 때리고 학대한 어린이집 보육교사 2명이 1심에서 실형을 선고받아 법정 구속됐다.

창원지법 통영지원 형사2단독 윤준석 판사는 16일 아동학대범죄의 처벌 등에 관한 특례법 위반 혐의로 기소된 어린이집 보육교사 A씨에게 징역 3년, B씨에게 징역 2년을 각각 선고하고 법정구속했다.

윤 판사는 또 A씨에게 아동학대 치료프로그램 40시..",,
01300101.20210521174251001,20210521,강원도민일보,안은복,양구 어린이집 아동학대 의심 경찰 수사 착수,사회>사건_사고, 지역>대구, 지역>경기,사회>사회문제>학대,,,정상보,"양구군,양구,양구지역","어린이집,아동,양구군","양구,어린이집,아동,학대,의심,경찰,수사,착수,아동,학대,의심,양구,어린이집,교사,직무,정지,행정,조치,양구,지역,어린이집,의심,아동,학대,접수,경찰,수사,학부모들,어린이집,학부모,어린이집,아이들,학대행위,주장,경찰,신고,학부모들,어린아이들,차례,선생,반신반,CCTV,증거,자료,확보,A교사,아이들,학대,확인,경찰,학부모들,자녀들,의심,어린이집,경찰,수사,행정기관,정확,입장,어린이집측,어린이집,아동,학대,신고,정상보육,휴원,시일내,정상보육,노력,학부모들,양구군,교사,직무정지,행정조치,양구군,관계자,어린이집,아동,학대,의심,신고,접수,만큼,수사,결과,교사,우선적,교육,배제,원장,직무정지,행정,조치,사건,접수,경찰,확보,CCTV,수사,결과","어린이집,학부모들,학부모,직무정지,양구군,정상보육,아이들,양구,반신반,시일내,어린아이,cctv,어린아이들,행정조치,자녀들,어린이집측,행정기관,학대행위,만큼,a교사,관계자,시간date,경찰,학대,의심,신고,수사,교사,행정,접수,아동","아동학대 의심 양구 어린이집 교사 직무정지 등 행정 조치 취할 것 [강원도민일보 안은복 기자] 양구지역 어린이집에서 아동 학대 의심이 접수,경찰이 수사에 나섰다. 

해당 어린이집 학부모들은 모 어린이집 A교사가 아이들에게 코를 잡아당기는 등 학대행위를 했다고 주장,경찰에 신고했다. 

학부모들은 “지금까지 어린아이들이 수 차례 선생님이 때린다는 말을 ..",www.kado.net/news/articleView.html?idxno=1074636,
08100101.20210524234528002,20210524,KBS,주아랑,‘물학대’ 울산 어린이집 원생 40여명 추가 피해 구속영장 신청,사회>사건_사고, 사회>교육_시험, 지역>경기,사회>사회문제>학대,,,,울산,"울산,검찰,경찰,법원,국공립어린이집 아동학대","물학대,신청,울산,어린이집,원생,추가,구속,영장,앵커,아이,울산,국공립,어린이집,아동,학대,원생,추가,피해,경찰,결과,확인,학대,가담,교사,최소,확인,경찰,2명,사전,구속,영장,신청,보도,주아랑,리포트,생후,개월,아이,어린이집,교사,12분,7컵,아이,결국,울산,국공립,어린이집,아동학대,경찰,어린이집,추가,CCTV,결과,40명,원생,추가,피해,확인,어린이집,원생,어린이집,3분,2가량,아동,학대,학대,행위,가담,어린이집,교사,최소,아이들,신체,학대,건수,6백,추가,아동,학부모,의심,증거,고소,입장,충격적,국공립,어린이집,경찰,부모,피해,아동,아동,학대,신고,접수,20여,학대,사실,확인,검찰,사건,보육,교사,원장,재판,진행,부모,법원,확보,CCTV,영상,80여,추가,학대,확인,논란,부실,수사,결국,경찰,부모,요구,범위,CCTV,수사,확대,정황,추가,피해,확인,경찰,학대,행위,횟수,아동학대,가담,교사,2명,사전구속영장,신청,상탭,구속,영장,심사,예정,촬영기자,최진백","어린이집,울산,2명,아동학대,cctv,국공립,주아랑,80여,촬영기자,학부모,7컵,20여,사전구속영장","[KBS 울산]
 [앵커]

 3살 아이에게 토할 때까지 물을 마시게 한 울산의 한 국공립어린이집 아동학대와 관련해 원생 40여 명이 추가 피해를 당한 것으로 경찰 재수사 결과 확인됐습니다.

 학대에 가담한 교사가 최소 8명으로 확인됐는데, 경찰이 이 중 2명에 대해 사전 구속영장을 신청했습니다.

 보도에 주아랑 기자입니다.

 [리포트]

 생후 ..",https://news.kbs.co.kr/news/view.do?ncd=5192890&amp;ref=DA,
08100101.20210525095914001,20210525,KBS,주아랑,‘물학대’ 울산 어린이집 원생 40여 명 추가 피해 구속영장 신청,사회>사건_사고, 사회>교육_시험, 지역>경기,사회>사회문제>학대,,,,울산,"검찰,경찰,국공립어린이집 아동학대,법원,울산","물학대,울산,어린이집,원생,추가,피해,구속영장,신청,앵커,아이,울산,국공립,어린이집,아동,학대,원생,추가,피해,경찰,결과,확인,학대,가담,교사,최소,확인,경찰,2명,사전,구속,영장,신청,보도,주아랑,리포트,생후,개월,아이,어린이집,교사,12분,7컵,아이,결국,울산,국공립,어린이집,아동학대,경찰,어린이집,추가,CCTV,결과,40명,원생,추가,피해,확인,어린이집,원생,어린이집,3분,2가량,아동,학대,학대,행위,가담,어린이집,교사,최소,아이들,신체,학대,건수,6백,추가,아동,학부모,의심,증거,고소,입장,충격적,국공립,어린이집,경찰,부모,피해,아동,아동,학대,신고,접수,20여,학대,사실,확인,검찰,사건,보육,교사,원장,재판,진행,부모,법원,확보,CCTV,영상,80여,추가,학대,확인,논란,부실,수사,결국,경찰,부모,요구,범위,CCTV,수사,확대,정황,추가,피해,확인,경찰,학대,행위,횟수,아동학대,가담,교사,2명,사전구속영장,신청,상탭,구속,영장,심사,25일,예정,촬영기자,최진백","어린이집,울산,2명,아동학대,cctv,구속영장,국공립,주아랑,80여,촬영기자,학부모,상탭,7컵,20여","[앵커]

 3살 아이에게 토할 때까지 물을 마시게 한 울산의 한 국공립어린이집 아동학대와 관련해 원생 40여 명이 추가 피해를 당한 것으로 경찰 재수사 결과 확인됐습니다.

 학대에 가담한 교사가 최소 8명으로 확인됐는데, 경찰이 이 중 2명에 대해 사전 구속영장을 신청했습니다.

 보도에 주아랑 기자입니다.

 [리포트]

 생후 29개월 된 아이에..",https://news.kbs.co.kr/news/view.do?ncd=5193172&amp;ref=DA,
01400551.20210621181331001,20210621,충북일보,김동민,충북 0.8% 국 공립 유치원 CCTV 설치 시급,지역>강원, 사회>교육_시험, 지역>충남,사회>사회문제>학대, 사고>스포츠사고,,김병욱,"충북,경북,남구,전북,경기,충북지역,제주,포항,인천,전남,광주,강원","유치,충북,유일,남양주시,사립유치원,교육부,유치원,국공립유치원,국민의힘","충북,0.8%,공립,유치원,CCTV,설치,시급,충북일보,사립,어린이집,공립,유치원,교실,CCTV,설치,의무화,방안,추진,국민,김병욱,경북,포항,남구,울릉,의원,내부,유치원,CCTV,의무적,설치,법률안,유아,교육법,개정,발의,예정,공립,유치원,교사,아이들,급식,모기기피제,계면활성제,이물질,아동학대,사실,남양주시,경기,유치원,교사,아이,학대,정황,CCTV,녹화,경찰,수사,착수,아동,학대,정황,CCTV,피해,입증,학부모,불안,제기,현행,영유아,보호법,사건,인천,어린이집,학대,계기,어린이집,CCTV,설치,의무화,유치원,유아교육법,CCTV,설치,의무사항,선택사항,유치원생,학부모들,불안감,어린이집,상대적,상황,교육부,학부모들,불안감,해소,CCTV,설치,확대,사업,지원,지침,제작,노력,CCTV,설치,의무화,전국,유치원,CCTV,설치,저조,실정,교육부,자료,교실,기준,전국,유치원,비율,CCTV,설치,39%,집계,유형별,국립,CCTV,설치,공립,4.98%,설치율,저조,사립,87.91%,설치율,사립유치원,지역별,광주,세종,강원,전북,제주,CCTV,설치,국공립유치원,충북,전남,0.5%,설치율,0.8%,수준,전국,하위,설치율,충북,지역,사립,어린이집,설치,92%,세종,사립,CCTV,설치,전국,유일,무풍지,유치원,CCTV,의원,설치,유치원,CCTV,유치원생,학부모,열망,유치원,CCTV,유치원,아동학대,미연,방지,유치원,유아,안전,도모,각종,사고,예방,지적","유치원,cctv,어린이집,설치율,학부모,아동학대,유아교육법,충북,교육부,세종,인천,교육법,법률안,불안감,학부모들,유치원생,기피제,계면활성제,경북,김병욱,포항,영유아,모기기피제,보호법,유형별","［충북일보］ 사립 어린이집에 이어 국 공립 유치원에도 교실 내 CCTV 설치를 의무화하는 방안이 추진되고 있다. 

국민의힘 김병욱(경북 포항 남구 울릉) 의원은 21일 유치원 내부에 CCTV를 의무적으로 설치하도록 하는 내용의 '유아교육법 일부개정 법률안'을 이번 중 발의할 예정이라고 밝혔다. 

최근 국 공립 유치원에서 한 교사가 아이들의 급식에 모..",https://www.inews365.com/news/article.html?no=671234,
01500501.20210621135359001,20210621,대구일보,이혜림,"김병욱, 유치원 CCTV 설치 의무화 법안 발의 예정",지역>충남, 지역>강원, 사회>교육_시험,사회>사회문제>학대,,,김병욱,"포항남,인천","유치,교원,교육부,유치원,국민의힘","김병욱,법안,유치원,CCTV,설치,의무,법안,예정,국민,김병욱,의원,포항남,울릉,내부,유치원,CCTV,의무적,설치,유아교육법,개정안,발의,예정,현행,영유아,보호법,사건,인천,어린이집,학대,계기,어린이집,CCTV,설치,의무화,유치원,유아,CCTV,설치,의무사항,선택사항,유치원생,학부모들,불안감,어린이집,상대적,지적,교육부,학부모들,불안감,해소,CCTV,설치,확대,사업,지원,지침,제작,노력,CCTV,설치,의무화,전국,유치원,CCTV,설치,저조,실정,실제,의원,실제,교육부,제출,자료,기준,전국,유치원,교실,비율,CCTV,설치,39%,개정안,전국,유치원,CCTV,설치,CCTV,열람,절차,방법,교육부령,위임,의원,개정안,통과,유치원,발생,아동학대,미연,방지,사후,조치,정인,사건,사건,CCTV,녹화,영상,어린이집,선생,논란,아동,방치,해소,교원들,보호","유치원,cctv,어린이집,개정안,교육부,불안감,인천,학부모들,김병욱,교육법,의무화,교육부령,보호법,영유아,교원들,울릉,선택사항,정인,포항남,상대적,아동학대,학부모,유아교육법,유치원생,의무사항","국민의힘 김병욱 의원(포항남 울릉)은 21일 유치원 내부에 CCTV를 의무적으로 설치하도록 하는 내용의 ‘유아교육법 일부 개정안’을 발의할 예정이라고 밝혔다. 
 
현행 ‘영유아보호법’은 2015년 인천 어린이집 학대 사건을 계기로 모든 어린이집에 CCTV 설치를 의무화하고 있다. 
 
하지만 유치원의 경우 ‘유아교육법’에서 CCTV 설치를 의무사항이 ..",http://www.idaegu.com/newsView/idg202106210015,
01200201.20210603213453001,20210603,경인일보,신현정,"광명 어린이집 교사, 다른 원생 5명도 '신체적 학대' 정황",사회>사건_사고, 사회>교육_시험, 사회>미디어,사회>사회문제>학대,,,B,"광명,광명서 어린이집 학대","청소년수사대,광명,경기남부경찰청,CCT,경찰,광명경찰서,여성,C군","교사,광명,어린이집,원생,신체,학대,정황,낮잠때,아동,학대,의심,경찰,포착,CCTV,전수,조사서,추가,피해,아동,보호자,계획,조사,확대,광명,어린이집,교사,원생,낮잠,아동학,의심,정황,4월,일자,보도,아동,장면,포착,광명서,정황,어린이집,학대,포착,교사,원생,신체,학대,정황,확인,CCTV,전수,조사,결과,경기,남부,경찰청,여성,청소년수사대,아동,복지법,위반,신체적,학대,혐의,교사,광명,교사,40대,입건,조사,2일,B씨,4월,12시,낮잠,광명,C군,강제,신체,학대,혐의,경찰,C군,학대,정황,포착,시점,CCTV,광명,확보,전수조사,진행,경찰,조사,결과,C군,원생,신체,학대,정황,CCTV,포착,B씨,4월,진행,조사,경찰,낮잠,학대,학대,혐의,부인,경찰,학대,피해,아동,보호자,교사,추가,조사,진행,계획,경찰,관계자,보호자,피해,아동,상대,조사,B씨,추가,조사,진행,B씨,광명,교사,C군,낮잠,이불,아이,아이,다리,신체,학대,의심,정황,CCTV,포착,C군,부모,아이,어린이집,CCTV,확인,요청,경찰,신고,사건,접수,광명경찰서,경기,남부,경찰청,여성,청소년수사대,사건,이관,경찰,CCTV,영상,확보,아동,학대,여부,수사","광명,어린이집,c군,cctv,보호자,b씨,수사대","낮잠때 몸 누르는등 아동학대 의심 
경찰, CCTV전수조사서 추가 포착 
피해아동 보호자 등 조사 확대 계획 
 
광명의 한 어린이집 교사가 원생 낮잠을 재우는 과정에서 몸을 누르는 등 아동학대로 의심되는 정황(4월9일자 5면 보도=아동 몸 누르는 장면 포착 광명서 어린이집 학대 정황)이 포착된 가운데 해당 교사가 다른 원생 5명에게도 신체적 학대를 한..",http://www.kyeongin.com/main/view.php?key=20210602010000478,
01400351.20210707220151001,20210707,중도일보,박수영 기자,공립유치원 내 CCTV 설치율 고작 5.88% 사각지대 우려,사회>교육_시험, 지역>충남, 지역>강원,사회>사회문제>학대,,,김병욱,,"유치,대전,아동학대,충남,공립유치원,사립유치원,교육부,유치원,교육청","공립유치원,CCTV,설치,5.88%,사각지대,어린이집,의무,유치원,권고사안,유치원,어린이집,교실,CC,폐쇄회로,TV,설치,의무화,목소리,교육시설,아동,학대,사례,발생,CCTV,설치,권고,유치원,사실,피해,확인,방법,사각지대,김병욱,의원,교육부,제출,유치원,교실,현황,CCTV,설치,6월,기준,결과,대전,교실,공립,유치원,CCTV,설치,5.88%,사립,97.22%,설치율,세종,충남,상황,세종,공사립,교실,설치,전무,충남,국립,국립,0%,,공립,4.9%,사립,92.5%,설치율,아동,학대,사회,이슈,어린이집,CCTV,카메라,의무적,설치,영유아보호법,개정,유치원,사정,유치원,유아교육법,2조,의거,고등학교,학교,분류,CCTV,교육부지침,권고,사안,의무,사립유치원,재량권,원장,재량,국공립,구성원,동의,설치,CCTV,교육,설명,교육부,소관,유치원,권장,사항,아동,학대,예방,대책,핵심,제시,CCTV,설치,저조,실정,입학전쟁,공립,유치원,사각지대,목소리,지난달,김병욱,의원,법안,유치원,CCTV,설치,의무,대표,발의,김병욱,의원,유치원,교실,CCTV,유치원,아동,학대,방지,유아,안전도모,사고,예방,역할,아이들,안전,보호,입법,제도개선,최선,노력,유치원,자녀,학부모들,유치원,의무화,CCTV,설치,의무,요청,목소리,학부모,학대,확인,방법,아동학대,사각지대,유치원,어린이집,CCTV,설치,의무화,근본적,예방책,유치원,교사,교실,CCTV,설치,부정적,입장,보육기관,어린이집,유치원,교육기관,교사들,권리,존중,교육청,관계자,유아교육법,유아,교육법,의무,조항,설치,정보,개인,동의,개개인,차이,유치원,내부,교육공간,교사들,권리,존중","유치원,아동학대,cctv,사각지대,의무화,어린이집,교육부,유아교육법,김병욱,설치율,충남,세종,교사들,학부모,교육법,공립유치원,폐쇄회로,고등학교,제도개선","유치원도 어린이집처럼 교실 내 CC(폐쇄회로)TV 설치를 의무화해야 한다는 목소리가 높아지고 있다. 
교육시설에서 아동학대 사례가 끊임없이 발생하고 있지만, CCTV 설치가 '권고'에 그치는 유치원의 경우 피해 사실을 확인할 방법이 없어 '사각지대' 우려도 나온다.
최근 김병욱 의원이 교육부로 제출받은 시 도별 유치원 교실 내 CCTV 설치 현황(6월 ..",http://www.joongdo.co.kr/web/view.php?key=20210706010001342,
01500901.20210617223740001,20210617,울산매일,신섬미,남구 국공립어린이집 '물 학대' 사건 담당 경찰관 3명 징계,사회>사건_사고, 지역>대구, 지역>울산,사회>사회문제>학대,,,,남구,"울산,남구,울산경찰청,검찰,경찰,국공립어린이집,징계위원회,남부경찰서","남구,국공립,어린이집,학대,사건,일명,학대,일명,발생,울산,국공립,어린이집,아동,학대,사건,수사,부실,수사,논란,경찰관,징계,확인,울산경찰청,이달,경찰,징계,위원회,경찰관,징계,의결,남부경찰,소속,남구,국공립,어린이집,아동,학대,사건,수사,경징계,처분,파악,울산경찰청,관계자,경찰,공무원,징계령,법령,사항,규정,부모,어린이집,원생,신고,학대,의심,수사,착수,경찰,20여건,아동,학대,정황,확인,보육,교사,원장,3명,입건,검찰,재판,진행,경찰,수사,CCTV,확인,학부모,재판,CCTV,자료,열람,정황,추가,학대,발견,경찰,부실,수사,논란,수사팀,교체,재수사,경찰,11명,어린이집,보육,교사,원장,12명,입건,기소의견,송치,검찰,수사,진행,경찰,파악,학대,행위,원생,600여건","어린이집,경찰관,울산경찰청,징계령,남구,3명,국공립,cctv,기소의견,남부경찰,관계자,울산,경징계,재수사,공무원,학부모,20여건,위원회,수사팀","일명 '물 학대'가 발생한 울산의 한 국공립 어린이집 아동학대 사건과 관련해 최초 수사 과정에서 부실수사 논란을 빚은 경찰관 3명이 징계를 받은 것으로 확인됐다. 

17일 울산경찰청에 따르면 이달 초 열린 경찰 징계위원회에서 경찰관 3명에 대한 징계가 의결됐다. 남부경찰서 소속으로 남구의 한 국공립 어린이집 아동학대 사건을 최초 수사한 이들이다. 이들..",http://www.iusm.co.kr/news/articleView.html?idxno=914113,
01200201.20210505202028001,20210505,경인일보,김명하,[수요광장]어린이집 아동학대와 서비스로의 보육,사회>교육_시험, 사회>장애인, 사회>노동_복지,사회>사회문제>학대,,,"이수만,김명하",,"유치원교사,보건복지부,안산대학교,교원,아동학대,사회복지,교육부,아동,유치원","어린이집,아동,학대,서비스,보육,보건,복지,통계,아동,학대,건수,유치원,어린이집,9배,교원,노동자,양성,차이,근무,여건,보육환경,원인,언론,학대소굴,묘사,반성,보건복지부,발행,주요통계,아동,학대,통계,미만,영유아,학대,건수,5천,건수,아동,학대,17.6%,수치,유치원,발생,건수,139건,아동,학대,발생,장소,비율,0.5%,어린이집,1천,4.6%,어린이집,기준,3만,371개소,유치원,8천,개소,4배,재원생,어린이집,136만,85명,유치원,63만,913명,2배,유치원,9배,어린이집,학대,발생,비율,상대적,유치원,어린이집,유아,교육기관,유치원,교육부,어린이집,보건,복지,소속,관할,주체,차이,양산,대표적,교육부,소속,유치원,교사,교원,보건,복지,소속,어린이집,교사,노동자,분류,교원,유치원,교사,제공,교육,노동자,보육교사,제공,보육서비스,인식,교육,전문직,유치원,교사,교사,양성,대학,유아교육과,졸업,75점,전공,평균,80점,교직,평균,성적,자격증,유치원,교사,취득,대학,유아교육과,4년,대학,전문대학,개설,2년,운영,전문대학,유아교육,3년,교육과정,이수,이외,전문대학,기준,아동,대상,60시간,교육봉사,2회,성인지교육,심폐,소생술,교육,이수,2회,인적,검사,통과,교사,자격증,자격,보육,교사,51학점,교과,학점,이수,자격증,취득,자격,취득,교과목,유아교육,사회복지과,보육,교사,자격,교과,추가,이수,자격,보육,교사,서브,취득,전문대학,보통,개설,보육,졸업,보육,교사,자격,취득,이외,학점,이수,특별,조건,보육,교사,자격,대학,학점은행제,자격증,취득,자격,보육,교사,과목,이수,8과목,대면,과목,온라인,수강,이수,가능,교과,8시간,대면,수업,충족,이수,학점은행제,보통,토요일,일요일,하루,대면,수업,일반적,보육,교사,자격,대학,학점은행제,1년,8번,대면수업,자격,취득,가능,어린이집,발생,아동학대,유치원,9배,교사양성,급여,복지,여건,교사,근무,교사,아동수,미만,영아,보육,보육환경,원인,작용,반복,어린이집,아동,학대,서울시장,공개,어린이집,CCTV,하루,최소,실시간,보육,공약,CCTV,개정,영유아,보육법,어린이집,CCTV,의무화,건수,아동,학대,신고,증가,건수,아동,학대,대비,13.8%,증가,CCTV,어린이집,아동,학대,예방,의미,CCTV,예방,학대,절차,장치,서비스,인식,보육정책,교육정책,노동자,학부모,노동자,고용,기업,입장,설정,사실,유치원,어린이집,미만,영아,보육,지원,시간,돌봄,가능,연장보육,6시,제공,생각,정책,영유아,정책,노동자,부모,노동자,고용,이윤,기업,입장,정책,판단,미만,영유아,부모,가정,자녀,안전,정책,지원,보육,교육,서비스,노동자,교사,양성,교원,체계,교사,양성,학계,외침,학부모,목소리,유아교육기관,아동학대,보도,목소리,영유아,대상,교육기관,유아교육기관,아이들,학교,유치원,어린이집,매도,유치원,어린이집,아동,학대,다반사,어린이집,아동,학대,뉴스들,어린이집,유치원,쇄신,아이들,학대,소굴,묘사,언론,반성,김명하,안산대학교,유아,교육,교수","어린이집,유치원,이수,아동학대,노동자,보육교사,영유아,전문대학,자격증,보건복지부,2회,실시간","보건복지부 통계 아동학대 건수는 
유치원比 어린이집이 9배이상 많아 
교원 노동자로 '양성 과정' 차이 탓 
근무 여건 등 보육환경도 주요 원인 
언론도 '학대소굴' 묘사 반성 필요 
 
보건복지부가 발행한 2019년 아동학대 주요통계에 의하면 만 5세 미만의 영유아 학대 피해 건수는 총 5천282건, 전체 아동학대 건수 중 17.6%에 해당하는 수치다..",http://www.kyeongin.com/main/view.php?key=20210504010000611,
01500301.20210601001203004,20210601,경상일보,차형석 기자,"남구 국 공립 어린이집 25곳, 14~25일 아동학대 특정감사",지역>경기, 지역>대구, 지역>울산,사회>사회문제>학대,,,,"울산,회계,남구 국",남구,"남구,공립,어린이집,특정감사,아동,학대,특정,감사,울산,남구,6월,25일,관내,공립어린이집,25곳,대상,보육,업무,추진,특정,감사,31일,감사,공립어린이집,지원,보조금,낭비,요인,제거,발생,아동,학대,범죄,미연,방지,기획,회계,감사,위주,사회적,아동학대,사전,예방,현황,CCTV,운영,감사,범위,확대,전반,어린이집,운영,광범위,계획,보육교사들,근무,여건,업무,부담,보육,서비스,직결,애로,사항,청취,문제점,어린이집,운영,제도,개선,추진,예정","어린이집,아동학대,특정감사,남구,공립어린이집,cctv,보조금,보육교사들,광범위,25곳,문제점,울산,감사,운영,추진,보육,위주,업무,학대,범죄,아동,요인,공립,특정,애로,기획,직결,방지,사항","울산 남구는 오는 6월14일부터 25일까지 관내 국 공립어린이집 25곳을 대상으로 ‘보육업무 추진 관련 특정감사’를 실시한다고 31일 밝혔다. 

이번 감사는 국 공립어린이집에 지원되는 보조금의 낭비적 요인을 제거하고 최근 빈번하게 발생되고 있는 아동학대 범죄를 미연에 방지하고자 기획됐다. 

특히 기존의 회계감사 위주에서 벗어나 최근 사회적 문제가 되..",www.ksilbo.co.kr/news/articleView.html?idxno=902034,
08100101.20210520123124002,20210520,KBS,정재우,어린이집 교사 아동학대 정황 “토할 때까지 먹이고 또 먹여”,사회>사건_사고, 사회>미디어, 사회>교육_시험,사회>사회문제>학대,,,,,"서울,어린이집","어린이집,교사,아동,학대,정황,앵커,서울,교사,국공립,어린이집,아이들,학대,정황,포착,경찰,사실관계,확인,아이,부모,CCTV,확인,원장,어린이집,담당교사,경찰,신고,보도,정재우,리포트,7월,국공립,어린이집,4살,아이,교사,아동학대,신고,경찰,접수,신고자,어린이집,원장,선생님,아이,엄마,CCTV,확인,실제,학대,장면,엄마,피해,아이,교구장,책장,교구장,아이,만큼,아이,어거지,교구장,소변,실수,아이,아이,사이,방치,장면,엄마,피해,아이,아이,학대,생각,엄마,피해,아이,낮잠,아이들,얼굴,애들,정리,머리,상관,어린이집,원장,자신,부모들,해명,취재진,답변,거부,학대,행위,관여,담임교사,권고사직,처리,부모들,경찰,2개월,CCTV,확보,아동학대,조사,촬영기자,조승연,영상편집,한효정","어린이집,교구장,국공립,아동학대,4살,아이들,담임교사,정재우,부모들,cctv,영상편집,조승연,권고사직,촬영기자,취재진,애들,서울,선생님,사실관계,신고자,2개월,담당교사,한효정,만큼,아이,학대,교사,경찰,확인,부모,정황","[앵커]

 서울의 한 국공립 어린이집 교사가 아이들을 학대한 정황이 포착돼 경찰이 사실관계를 확인하고 있습니다.

 아이 부모와 함께 CCTV를 확인한 해당 어린이집 원장이 직접 담당교사를 경찰에 신고했습니다.

 보도에 정재우 기자입니다.

 [리포트]

 지난해 7월 문을 연 한 국공립 어린이집.

 이곳에서 4살 반 아이 14명을 담당하는 교사 ..",https://news.kbs.co.kr/news/view.do?ncd=5190067&amp;ref=DA,
